"","x"
"401","@heldini Sobald das Gerät in den Versand geht, werden Sie natürlich informiert.Bei Fragen zum Stand hilft 07219600./sa"
"402","@Rxphi Können wir helfen? Viele Grüße sa"
"403","@Webdirektor können wir Ihnen helfen? Viele Grüße sa"
"404","@Webdirektor Hallo, Weihnachten steht natürlich noch vor der Tür....aber zu Ihnen: Um was gehts denn genau? Was ist passiert und wie ..."
"405","Ob Display- oder Flüssigkeitsschaden: 1&amp;1 bietet jetzt eine #Smartphone #Versicherung an. Alle Infos im 1&amp;1 Blog http://t.co/iPdGpHfFaB"
"406","Das Internet wird bunt mit den neuen TLDs .black, .blue, .pink und .red., zudem gibt’s .kim #nTLD Weitere Infos unter http://t.co/u5vtPXi32o"
"407","Pimpt eure 1&amp;1 E-Shops! Das aktuelle Update bringt viele neue Features. http://t.co/i2Ko3SzOCv #E-Commerce #Shop #Verkaufen #E-Shop"
"408","Unsere Ersteindrücke und das kinderleichte Setup des #Chromecast gibt's jetzt im 1&amp;1 Blog: http://t.co/xGk6JIEDiY http://t.co/0i8PxRQLdz"
"409","Was unser E-Shop mit dem anderen Ende der Welt zu tun hat? http://t.co/fRz4jwt0Te #ecommerce #eshop #verkaufen"
"410","Die #HostingCon Europe ist nun zwei Wochen her – Zeit für einen Rückblick auf die Keynote von 1&amp;1 CEO Robert Hoffmann http://t.co/mdUuvQ6n4w"
"411","#Smartphones sollten nicht in der Hosentasche aufbewahrt werden! Warum? Das lest ihr hier: http://t.co/MjJfd4mshB http://t.co/h7FyiGhKUF"
"412","@rethi_official Nicht ganz... Jedem 5. ist das aber schon einmal passiert. http://t.co/S8SMSDMLOE MfG, at"
"413","Must-Have: Wir stellen 7 kostenlose #Apps zu #Halloween im 1&amp;1 Blog vor http://t.co/CIX333OV5J http://t.co/k8XawqmSWF"
"414","@xxxBeaterPanxxx Geht es um einen DSL-Anschluss oder Mobilfunktarif? Können Sie mittlerweile eine Besserung feststellen? Grüße, di"
"415","Die International PHP Conference findet am heute und morgen in München statt. 1&amp;1 ist mit einem Messestand vor Ort. http://t.co/nbglqQytIq"
"416","Wir haben den #germandesignaward des @GermanDesignCouncil gewonnen und sind stolz wie Bolle! http://t.co/3KneYLB67J"
"417","Interessante Frage: Ranken Internetadressen mit #nTLDs besser bei #Google &amp; Co.? #Searchmetrics hat das untersucht: http://t.co/eZZu26lu5E"
"418","@MrOllium Schauen Sie hier mal nach: http://t.co/rziz5jxsSm Grüße und ein schönes Wochenende, di"
"419","Was Pinguine mit Suchmaschinen zu tun haben? Infos zum Update des Google-Algorithmus vom SEO-Experten http://t.co/VUADiVwVvB #Penguin3.0"
"420","Wie gelingen gute Fotos mit dem Smartphone? Benno von @blendstufe gibt uns 5 Tipps: http://t.co/6B8tZaewaQ http://t.co/Ym0VwbVyLG"
"421","@Ch1990ris Ich bin ja auch eher ein Fan der Schwarz-Gelben aus meiner Heimatstadt #Dortmund, aber hier in München ist's auch schön. /ses"
"422","@Ch1990ris Welche denn? /ses"
"423","Jetzt wird das #Internet weiß-blau: Morgen startet die neue Domainendung .bayern. Mehr Infos unter http://t.co/02A2heGUMn #Bayern #nTLD"
"424","@JMarkMueller @sat1 Der @br_online auch!"
"425","Viele Fragen zu dot #Bayern: Finanzminister #Söder gibt Antworten. #ntld http://t.co/1RxVBl2JBC"
"426","Finanzminister #Söder begrüßt, dass es gelungen sei, die weithin bekannte Marke #Bayern jetzt auch ins #Internet zu transferieren. #ntld"
"427","Morgen geht's los für dot #Bayern für jedermann! Das #Internet wird weiß-blau! #ntld http://t.co/0JMMb98oyb"
"428","Markus Eggensperger von United Domains: Neue #Domainendungen schaffen mehr Platz für kurze, einprägsame Adressen im #Internet. #bayern"
"429","Auch das bayr. Finanzministerium bekommt eine neue .bayern Internetadresse. #bayern #ntld"
"430","Finanzminister #Söder betont das bessere #Ranking in Suchmaschinen durch die neuen Domainendungen. #ntld"
"431","Gleich geht's los! Der bayrische Finanzminister Markus #Söder ist eingetroffen: Pressekonferenz zum Start von dot #Bayern. #ntld"
"432","Stefan Klauck, Head of Product Management DSL bei 1&amp;1, beantwortet euch die wichtigsten Fragen zum Thema ""Vectoring"": http://t.co/7DSbudLHVH"
"433","Wir haben das Samsung GALAXY Tab S 8.4 ausprobiert: http://t.co/23zS7PrKzl http://t.co/tgBhK3W5if"
"434",".Scot bekommt ab sofort eigene nTLD. Außerdem neu .direct, .place, .surf &amp; zum Oktoberfest .beer. Weitere Infos: http://t.co/u5vtPXi32o"
"435","#WordCamp Europe vom 27. bis 29.9 in Sofia. 1&amp;1 und #Marko Heijnen sind dabei. Weitere Infos: http://t.co/cACJqCzJYp http://t.co/c2gIMyUTd3"
"436","Zwei Lösungsmöglichkeiten für das seltene #Wordpress Problem nach der Aktualisierung auf PHP 5.5: http://t.co/xUbOR2xdon"
"437","Erinnert ihr euch an das Samsung GALAXY S? Mehr zur Evolution der Galaxy S-Reihe gibt es hier: http://t.co/EazEJkN81b http://t.co/TzlOuCLkxH"
"438","Im Farbton vergriffen? Mit der Undo/Redo-Funktion könnt Ihr auf Eurer MyWebsite Layout-Änderungen rückgängig machen. http://t.co/VcIRZD1VcA"
"439","Interview mit 1&amp;1 Experte #Viktor Vogel auf dem #Joomla!Day 2014: http://t.co/mYGOjpWs9M http://t.co/Fp7mjF4e6M"
"440","Welche Erfahrungen Simone Schulz mit ihrem 1&amp;1 E-Shop gemacht hat, erfahren Sie im 1&amp;1 Blog: http://t.co/04HoAZ5pLM"
"441","Neu im 1&amp;1 Blog: Berufserfahrung sammeln bei 1&amp;1. Wir stellen vor, welche Angebote für Studierende es bei uns gibt: http://t.co/f74AU9CVcj"
"442","Ein Vögelchen hat mir gezwitschert: Firmen setzten immer mehr auf soziale Netzwerke, um Neukunden zu erreichen. Mehr: http://t.co/9KdEajxPQg"
"443","Mehr Service auf der eigenen Webseite mit RSS Feeds. Weitere Infos dazu im 1&amp;1 Blog: http://t.co/YI9lgGt3kq http://t.co/VOlPY3CdWd"
"444","Gastbeitrag für die BM Online: Warum ist eine gute Firmen-Website so wichtig? http://t.co/uDs5Afnoqz #website #moebel #innenausbau"
"445","Photokina: @NokiaHomebase zeigt uns, welche Kamera Features das Denim Update für das Lumia 930 mitbringt: http://t.co/U2clC6OfEp"
"446","Interview mit der Inhaberin des 1&amp;1 E-Shops Zellmops Silke Kamchen auf dem 1&amp;1 Blog: http://t.co/17aM4L4ux6 http://t.co/x2nQl5wylM"
"447","Es ist wichtig persönliche Daten mit einem sicheren Passwort zu schützen. Informationen hierzu im 1&amp;1 Blog unter: http://t.co/mmdIG0Bt7m"
"448","@lgblog ...den Selfie Mode nicht vergessen ;) Euer Kollege zeigts im Video ab 2:08 - https://t.co/XOJu5huEaC / pm"
"449","Samsung hat uns auf der photokina das Kamera-Smartphone GALAXY K Zoom kurz vorgestellt. Hier gehts zum Video: http://t.co/3AFYyhZieG"
"450","Italienisches Lebensgefühl ist auch in Deutschland unter zu finden. Weitere Infos zum 1&amp;1 E-Shop Die Sizilianerin: http://t.co/aRsnkpWbPv"
"451","Wir haben @blendstufe auf unserem Blog zu Gast. Im ersten Artikel gibt es einen Überblick über Kamera-Smartphones: http://t.co/bO4s7OGhEX"
"452","Neue TLDs: .VERSICHERUNG, .VEGAS, .WEBSITE, .CHURCH, .GUIDE, .HOST, .LIFE, .LOANS, .PRESS &amp; .REPUBLICAN. Infos unter http://t.co/u5vtPXi32o"
"453","Unser Video zum TYPO3 Camp auf Mallorca! http://t.co/qiuFoE1Sr6 #t3cmallorca #typo3 http://t.co/eCZJMyEhPp"
"454","Die drei wichtigsten Eigenschaften des CMS Joomla! kurz vorgestellt: http://t.co/SKnsQr7kKZ http://t.co/U4tVJLG0KF"
"455","Mit der richtigen App aktuelle Spritpreise immer im Blick behalten: http://t.co/apk5ueL8AE"
"456","#Microsoft hat uns auf der Messe #photokina neue Kamerafunktionen der #Lumia Smartphones gezeigt. http://t.co/A82X7cahrz"
"457","Zeig uns Deinen Punkt im Revier – Fotowettbewerb http://t.co/xnMFiH0ICg zur nTLD .ruhr. Weitere Infos im 1&amp;1 Blog: http://t.co/ZCQpU635uG"
"458","Rafael Laguna, Chef von Open-Xchange spricht im 1&amp;1 Blog zum Thema: Browser gut, alles gut!: http://t.co/PsXGd23HwU http://t.co/v3LA80VxYa"
"459","Volontärin Salomé hat Microsofts Betriebssystem, Windows Phone, getestet und schildert ihre Eindrücke: http://t.co/atAREWRol9"
"460","Wir sind mit dabei beim TYPO3camp auf Mallorca vom 12.-14.09. #t3cmallorca #typo3 Mehr unter http://t.co/NCmIF4wInx. http://t.co/BbxlH2Rbs8"
"461","1&amp;1 ist heute auf der #CommerceSummit in #Hamburg. Hier dreht sich alles um die aktuellen #ecommerce Trends. Wir berichten live!"
"462","@klopfersweb Sorry dafür! Wir hatten zu diesem Zeitpunkt eine kleine Störung. Geht denn alles wieder oder kann ich noch helfen? Gruß, mi"
"463","Neue Top-Level Domains für Finanzwesen &amp; Musikbranche ab 0,99 € bei 1&amp;1 verfügbar. Mehr Infos zur Registration unter: http://t.co/u5vtPXi32o"
"464","Neue Web App bei 1&amp;1: Cutters Lounge, die kostenlose Terminkalender-App für Friseure:  http://t.co/Q2fkQG1UWu http://t.co/TCSYDrNgZy"
"465","Heute starten die ersten Events rund um die IFA. Alle News gibt's z.B. bei @TechHiveDE http://t.co/0Ap4NAbeG5 http://t.co/0JWjruswcr"
"466","Ab sofort ist PHP 5.6 seiner Beta-Phase entwachsen und als vollwertige Version PHP 5.6.0 verfügbar. Weitere Infos: http://t.co/Ck8x6sBh88"
"467","Ab sofort  gibt es die Domainendung .de in den ersten zwölf Monaten für 0,29 Euro im Monat, danach  0,99 Euro: http://t.co/mVgMAG0mPD"
"468","Neue MyWebsite Kampagne: Erfolgsgeschichten unserer Kunden. Mehr unter http://t.co/4EsM7EDqui. http://t.co/kURvBVu7G5"
"469","Happy Birthday! Das Blog feiert Geburtstag und wir feiern auf unserem 1&amp;1 Blog mit. Spannende Beiträge unter: http://t.co/lEWGZvS78Y"
"470","Kennt ihr Circle The Dot? Das Mobile Game wird euch in den Wahnsinn treiben. Wir haben es ausprobiert: http://t.co/Jzm8yPjxpp"
"471","Die Kamera des Nokia Lumia 930 schießt richtig gute #Fotos. Beweise? Gibt es hier: http://t.co/F1uTaHtBS2 http://t.co/mdXclURPod"
"472","Wie wichtig die Wahl des richtigen Themes einer Webseite ist. Erklären wir im 1&amp;1 Blog: http://t.co/wucYQH9fWl"
"473","@wahlborn Die eine ""1"" muss sich ja sonst ganz einsam fühlen... :-D /at"
"474","15 Millionen Deutsche nutzen laut @BITKOM Untersuchung Cloud-Speicherdienste wie den 1&amp;1 Online-Speicher: http://t.co/5HwK3qahsu"
"475","Smartwatch oder Activity Tracker? Wir haben das Samsung Gear fit getestet: http://t.co/DjOYpmhyqL"
"476","Die Hemmersbach Druck GmbH &amp; Co. KG aus Köln setzt auf einen 1&amp;1 E-Shop. Erfahrungswerte und weitere Infos unter: http://t.co/7yRvq0dUZq"
"477","@Bernhard_Luecke Das sind zwei künftig wieder aufgeweckte junge Schüler, wenn nach dem Ferienstress der Schulalltag wieder beginnt. /ses"
"478","RT @1und1hilfe: Wir halten euch zu den momentanen Hosting-Einschränkungen auf unserer Statusseite auf dem Laufenden: http://t.co/XNhgthH8iA"
"479","Das Samsung GALAXY S5 mini bringt neue Features in die Mini-Klasse. Mehr im 1&amp;1 Blog: http://t.co/44ZWow59kz http://t.co/yxbtZn8Aez"
"480","Ab sofort sind die nTLDs .schule &amp; .fitness sowie .black, .discount &amp; .furniture verfügbar. http://t.co/u5vtPXi32o http://t.co/ZCUxVNZW1S"
"481","Aktuell sind rund 50.000 Kinder im Südsudan vom Tod bedroht. 1&amp;1 und #UNICEF helfen ihnen: http://t.co/urmRNUpjK0"
"482","@tads Was haben die Berliner Kollegen denn wieder schönes geschrieben? /am"
"483","http://t.co/8dYnqYVizr ist die erste Internetadresse mit der neuen Domainendung von #Hamburg, die registriert wurde. #ntld"
"484","Welche Alternativen gibt es zur vorinstallierten Kalender-App auf eurem Windows-Phone? http://t.co/EoJdEcQGL0 http://t.co/vd3djiPzkX"
"485","Schon über 10.000 Internetadressen mit .hamburg in nur 10 Minuten! #ntld #Hamburg"
"486","""Nicht jeder kann sich ein Grundstück an der Elbe leisten"", sagt .hamburg-Chef Süme. Bei 1&amp;1 kostet ein Stück HH 1,99 €/Monat im 1. Jahr."
"487","""Hamburger wollen viele sein"", sagt #Hamburg s 1. Bürgermeister Olaf Scholz. Jetzt kann es jeder mit .hamburg! #nTLD http://t.co/JPiRXqxraI"
"488","Vier für eine neue Domain: Johannes Lenz, Katrin Ohlmers, Oliver Süme und Dirk Krischenowski (v. l.) #nTLD #Hamburg http://t.co/7sa18yRtAU"
"489","#Hamburg wird zur Dot-City! Heute bekommt die Hansestadt endlich mit .hamburg eine eigene lokale Identität im Netz: http://t.co/dwlis9uoqP"
"490","Die Spannung wächst: Hier geht heute die beste Adresse #Hamburg s an den Start. #nTLD #Rathaus http://t.co/otdMlLM386"
"491","Mit der eigenen Website den Kampf gegen #AIDS und #HIV unterstützen? Mit der neuen Domainendung .hiv. Infos unter http://t.co/EUaNcLDcl5."
"492","Letzte Woche war Wirtschaftsministerin @evelinelemke zu Besuch bei 1&amp;1. http://t.co/SNy9bhxV6q #Video /am http://t.co/5jneO4p7Z5"
"493","Wir haben das Samsung Galaxy Tab 4 7.0 auf den Tisch bekommen und für euch fotografiert. Fotos findet ihr hier: http://t.co/D3LpKkB38g /pm"
"494","Die aktuelle Hitliste der bei 1&amp;1 registrierten neuen Top-Level-Domains. Weitere Infos im 1&amp;1 Blog: http://t.co/qsGIU3gNtO"
"495","@FalkGruner Ist angekommen, wir kümmern uns :) Gruß, /am"
"496","@FalkGruner Leiten Sie uns die Mail mal an socialmedia@1und1.de weiter? Schauen wir uns gerne an. Danke, /am"
"497","Beta-Version von #PHP 5.6 schon verfügbar. Mehr Infos dazu im 1&amp;1 Blog unter http://t.co/HNUu7Iefqu #webhosting"
"498","Die rheinland-pfälzische Wirtschaftsministerin @evelinelemke hat uns heute besucht. http://t.co/YDWBbraXDQ /am http://t.co/UGKUSIJQVK"
"499","Merry Sysmas!Danke für eure tolle Arbeit, macht weiter so! http://t.co/lO72ufBoLU"
"500","Heute ist Syadmin Appreciation Day: http://t.co/ZxW04VanzA Und wie feiert ihr so eure Sysadmins? http://t.co/jIY5vWuuQM"
"501","Ab sofort: 1&amp;1 E-Shop Basic für 99 Cent monatlich, der Plus für 9,99 Euro und der Unlimited monatlich nur 39,99 Euro. http://t.co/nmlBOtnk9v"
"502","Es gibt etwas zu .kaufen. Die perfekte Top-Level-Domain für alle Online-Händler. Weitere Infos und neue TLDs unter http://t.co/U674zUv1hM"
"503","Kennt ihr Piano Tiles? Wir haben das Mobile Game ausprobiert. Unseren kurzen Bericht findet ihr hier: http://t.co/RWGV9cG9jQ"
"504","Was geschieht eigentlich mit den #nTLDs, wenn eine #Domain Registry pleite geht? Mehr Infos im 1&amp;1 Blog: http://t.co/6OO3xW61c1"
"505","Ein aktueller Trojaner bedroht Android-Smartphones. Mehr im 1&amp;1 Blog: http://t.co/J9WufxzPap http://t.co/jfm2P4Mzhs"
"506","Max von @maxwireless hat unseren Mobile WLAN-Router und unseren Surf-Stick getestet. Mehr Infos hier: http://t.co/iqSKNeZDA7"
"507","1&amp;1 Kunden tragen zum Erfolg von Parallels Plesk 12 bei. Wie, das erfahrt ihr im 1&amp;1 Blog: http://t.co/5kc62wa03q"
"508","@tobiassattler :-)"
"509","Die besten Opensource-Anwendung für Website-Design und –Entwicklung. Infos im 1&amp;1 Blog: http://t.co/GjULuqJ3Rq"
"510","TEC-Day bei 1&amp;1. Das Motto: „CIA - Confidentiality, Integrity and Availability""  . Weitere Infos auf dem 1&amp;1 Blog: http://t.co/5Ss2QYmO35"
"511","@mkaschke Das soll natürlich nicht so sein. Ist das jetzt kürzlich erst aufgetreten? Danke für Ihr Feedback. Gruß, ma"
"512","""Im Datenschutz brauchen wir eigene Sicherungssysteme"", sagt @langen_werner im 1&amp;1 Blog. http://t.co/3Ll3hMEE95"
"513","Unser Mutterkonzern United Internet hat die Ergebnisse für das erste Quartal 2014 vorgelegt: 709,9 Mio € Umsatz http://t.co/p7qu5PkPp8 /am"
"514","Die @connect_de sucht die Netze und Dienste des Jahres. Auch 1&amp;1 ist dabei. Stimmt jetzt ab und gewinnt tolle Preise: http://t.co/wf5Oda6ccg"
"515","@JMarkMueller Seit hm... Mittwoch! \o/ Viele Grüße /at"
"516","Für Sebastian Wicke ist Berlin ein Statement. Warum er sich für eine .berlin-Adresse entschieden hat, lest ihr hier: http://t.co/8e3JbXMlka"
